ip,port_list,os_type,raw_data,device,label,proc_info
61.231.92.91,{'http': [8888]},DD-WRT v24-sp2 (Linux 2.4.36)," HTTP/1.1 200 OK\x0D
Connection: close\x0D
Content-Type: text/html; charset=utf-8\x0D
\x0D
<html><head><title>Index of /</title><style>th {text-align: left;}</style></head><body><h1>Index of /</h1><pre><table cellpadding=""0""><tr><th><a href=""?nd"">Name</a></th><th><a href=""?dd"">Modified</a></th><th><a href=""?sd"">Size</a></th></tr><tr><td colspan=""3""><hr></td></tr><tr><td><a href=""/.."">Parent directory</a></td><td>&nbsp;-</td><td>&nbsp;&nbsp;-</td></tr>
<tr><td><a href=""/["">[</a></td><td>&nbsp;05-Jan-2018 10:18</td><td>&nbsp;&nbsp;640.6k</td></tr>
<tr><td><a href=""/[["">[[</a></td><td>&nbsp;05-Jan-2018 10:18</td><td>&nbsp;&nbsp;640.6k</td></tr>
<tr><td><a href=""/awk"">awk</a></td><td>&nbsp;05-Jan-2018 10:18</td><td>&nbsp;&nbsp;640.6k</td></tr>
<tr><td><a href=""/basename"">basename</a></td><td>&nbsp;05-Jan-2018 10:18</td><td>&nbsp;&nbsp;640.6k</td></tr>
<tr><td><a href=""/bunzip2"">bunzip2</a></td><td>&nbsp;05-Jan-2018 10:18</td><td>&nbsp;&nbsp;640.6k</td></tr>
<tr><td><a href=""/bzcat"">bzcat</a></td><td>&nbsp;05-Jan-2018 10:18</td><td>&nbsp;&nbsp;640.6k</td></tr>
<tr><td><a href=""/bzip2"">bzip2</a></td><td>&nbsp;05-Jan-2018 10:18</td><td>&nbsp;&nbsp;640.6k</td></tr>
<tr><td><a href=""/ca.crt"">ca.crt</a></td><td>&nbsp;05-Apr-2017 16:10</td><td>&nbsp;&nbsp;969</td></tr>
<tr><td><a href=""/cfmgui.cgi"">cfmgui.cgi</a></td><td>&nbsp;05-Jan-2018 10:16</td><td>&nbsp;&nbsp;43.8k</td></tr>
<tr><td><a href=""/chrt"">chrt</a></td><td>&nbsp;05-Jan-2018 10:18</td><td>&nbsp;&nbsp;640.6k</td></tr>
<tr><td><a href=""/clear"">clear</a></td><td>&nbsp;05-Jan-2018 10:18</td><td>&nbsp;&nbsp;640.6k</td></tr>
<tr><td><a href=""/cli_client"">cli_client</a></td><td>&nbsp;05-Jan-2018 10:16</td><td>&nbsp;&nbsp;15.7k</td></tr>
<tr><td><a href=""/cli_server"">cli_server</a></td><td>&nbsp;05-Jan-2018 10:16</td><td>&nbsp;&nbsp;21.0k</td></tr>
<tr><td><a href=""/cmp"">cmp</a></td><td>&nbsp;05-Jan-2018 10:18</td><td>&nbsp;&nbsp;640.6k</td></tr>
<tr><td><a href=""/cpe_cert.key"">cpe_cert.key</a></td><td>&nbsp;05-Apr-2017 16:10</td><td>&nbsp;&nbsp;2.1k</td></tr>
<tr><td><a href=""/crontab"">crontab</a></td><td>&nbsp;05-Jan-2018 10:18</td><td>&nbsp;&nbsp;640.6k</td></tr>
<tr><td><a href=""/cut"">cut</a></td><td>&nbsp;05-Jan-2018 10:18</td><td>&nbsp;&nbsp;640.6k</td></tr>
<tr><td><a href=""/cwmp"">cwmp</a></td><td>&nbsp;05-Jan-2018 10:16</td><td>&nbsp;&nbsp;73.7k</td></tr>
<tr><td><a href=""/cwmpmain"">cwmpmain</a></td><td>&nbsp;05-Jan-2018 10:17</td><td>&nbsp;&nbsp;612.8k</td></tr>
<tr><td><a href=""/datainfo0.xml"">datainfo0.xml</a></td><td>&nbsp;05-Apr-2017 16:10</td><td>&nbsp;&nbsp;142.0k</td></tr>
<tr><td><a href=""/datainfo1.xml"">datainfo1.xml</a></td><td>&nbsp;05-Apr-2017 16:10</td><td>&nbsp;&nbsp;142.0k</td></tr>
<tr><td><a href=""/dbclient"">dbclient</a></td><td>&nbsp;05-Jan-2018 10:18</td><td>&nbsp;&nbsp;221.8k</td></tr>
<tr><td><a href=""/defer"">defer</a></td><td>&nbsp;22-Jan-2018 14:20</td><td>&nbsp;&nbsp;8.3k</td></tr>
<tr><td><a href=""/diag"">diag</a></td><td>&nbsp;05-Jan-2018 10:11</td><td>&nbsp;&nbsp",WAP,21,http 1 1 200 ok x0d connection close x0d content type text html charset utf 8 x0d x0d html head title index title style th text align left style head body h1 index h1 pre table cellpadding 0 tr th href nd name th th href dd modified th th href sd size th tr tr td colspan 3 hr td tr tr td href parent directory td td nbsp td td nbsp nbsp td tr tr td href td td nbsp 05 jan 2018 10 18 td td nbsp nbsp 640 6k td tr tr td href td td nbsp 05 jan 2018 10 18 td td nbsp nbsp 640 6k td tr tr td href awk awk td td nbsp 05 jan 2018 10 18 td td nbsp nbsp 640 6k td tr tr td href basename basename td td nbsp 05 jan 2018 10 18 td td nbsp nbsp 640 6k td tr tr td href bunzip2 bunzip2 td td nbsp 05 jan 2018 10 18 td td nbsp nbsp 640 6k td tr tr td href bzcat bzcat td td nbsp 05 jan 2018 10 18 td td nbsp nbsp 640 6k td tr tr td href bzip2 bzip2 td td nbsp 05 jan 2018 10 18 td td nbsp nbsp 640 6k td tr tr td href ca crt ca crt td td nbsp 05 apr 2017 16 10 td td nbsp nbsp 969 td tr tr td href cfmgui cgi cfmgui cgi td td nbsp 05 jan 2018 10 16 td td nbsp nbsp 43 8k td tr tr td href chrt chrt td td nbsp 05 jan 2018 10 18 td td nbsp nbsp 640 6k td tr tr td href clear clear td td nbsp 05 jan 2018 10 18 td td nbsp nbsp 640 6k td tr tr td href cli client cli client td td nbsp 05 jan 2018 10 16 td td nbsp nbsp 15 7k td tr tr td href cli server cli server td td nbsp 05 jan 2018 10 16 td td nbsp nbsp 21 0k td tr tr td href cmp cmp td td nbsp 05 jan 2018 10 18 td td nbsp nbsp 640 6k td tr tr td href cpe cert key cpe cert key td td nbsp 05 apr 2017 16 10 td td nbsp nbsp 2 1k td tr tr td href crontab crontab td td nbsp 05 jan 2018 10 18 td td nbsp nbsp 640 6k td tr tr td href cut cut td td nbsp 05 jan 2018 10 18 td td nbsp nbsp 640 6k td tr tr td href cwmp cwmp td td nbsp 05 jan 2018 10 16 td td nbsp nbsp 73 7k td tr tr td href cwmpmain cwmpmain td td nbsp 05 jan 2018 10 17 td td nbsp nbsp 612 8k td tr tr td href datainfo0 xml datainfo0 xml td td nbsp 05 apr 2017 16 10 td td nbsp nbsp 142 0k td tr tr td href datainfo1 xml datainfo1 xml td td nbsp 05 apr 2017 16 10 td td nbsp nbsp 142 0k td tr tr td href dbclient dbclient td td nbsp 05 jan 2018 10 18 td td nbsp nbsp 221 8k td tr tr td href defer defer td td nbsp 22 jan 2018 14 20 td td nbsp nbsp 8 3k td tr tr td href diag diag td td nbsp 05 jan 2018 10 11 td td nbsp nbsp
1.9.150.237,{'http': [1050]},DD-WRT v24-sp2 (Linux 2.4.36)," HTTP/1.0 401 Unauthorized\x0D
Server: mini_httpd/1.19 19dec2003\x0D
Date: Tue, 07 May 2019 11:20:52 GMT\x0D
Cache-Control: no-cache,no-store\x0D
WWW-Authenticate: Digest realm=""dirname"", nonce=""f2b1e52d74be4021f3a291594c343dd9"", uri=""/"", opaque=""0123456789987654"", algorithm=MD5, qop=auth\x0D
Content-Type: text/html; charset=%s\x0D
Connection: close\x0D
\x0D
<HTML>
<HEAD><TITLE>401 Unauthorized</TITLE></HEAD>
<BODY BGCOLOR=""#cc9999"" TEXT=""#000000"" LINK=""#2020ff"" VLINK=""#4040cc"">
<H4>401 Unauthorized</H4>
Authorization required.
<HR>
<ADDRESS><A HREF=""http://www.acme.com/software/mini_httpd/"">mini_httpd/1.19 19dec2003</A></ADDRESS>
</BODY>
</HTML>
",WAP,21,http 1 0 401 unauthorized x0d server mini httpd 1 19 19dec2003 x0d date tue 07 may 2019 11 20 52 gmt x0d cache control cache store x0d www authenticate digest realm dirname nonce f2b1e52d74be4021f3a291594c343dd9 uri opaque 0123456789987654 algorithm md5 qop auth x0d content type text html charset x0d connection close x0d x0d html head title 401 unauthorized title head body bgcolor cc9999 text 000000 link 2020ff vlink 4040cc h4 401 unauthorized h4 authorization required hr address href http www acme com software mini httpd mini httpd 1 19 19dec2003 address body html
75.166.100.177,{'tram': [4567]},DD-WRT v24-sp2 (Linux 2.4.36)," HTTP/1.1\x0D
Connection: close\x0D
\x0D
",WAP,21,http 1 1 x0d connection close x0d x0d
177.200.125.168,{'http': [10000]},Tenda N301 WAP," HTTP/1.0 302 Redirect\x0D
Server: GoAhead-Webs\x0D
Date: Thu Apr 25 11:38:13 2019\x0D
Pragma: no-cache\x0D
Cache-Control: no-cache\x0D
Content-Type: text/html\x0D
Location: http://192.168.0.1/index.asp\x0D
\x0D
<html><head></head><body>\x0D
		This document has moved to a new <a href=""http://192.168.0.1/index.asp"">location</a>.\x0D
		Please update your documents to reflect the new location.\x0D
		</body></html>\x0D
\x0D
",WAP,21,http 1 0 302 redirect x0d server goahead web x0d date thu apr 25 11 38 13 2019 x0d pragma cache x0d cache control cache x0d content type text html x0d location http 192 168 0 1 index asp x0d x0d html head head body x0d document ha moved new href http 192 168 0 1 index asp location x0d please update document reflect new location x0d body html x0d x0d
1.9.161.177,"{'telnet': [23, 2002], 'tcpwrapped': [6002, 9002, 4002], 'ssh': [22]}",Cisco Aironet 1250 WAP (IOS 12.4) or IOS XE, \xFF\xFB\x01\xFF\xFB\x03\xFF\xFD\x18\xFF\xFD\x1F,WAP,21,xff xfb x01 xff xfb x03 xff xfd x18 xff xfd x1f
160.179.119.120,"{'jetdirect': [9100], 'http': [8888]}",DD-WRT v24-sp2 (Linux 2.4.36)," HTTP/1.0 200 OK\x0D
Connection: close\x0D
Content-Type: text/html\x0D
Content-Length: 1415\x0D
Date: Thu, 25 Apr 2019 21:45:02 GMT\x0D
Server: lighttpd/1.4.11\x0D
\x0D
<?xml version=""1.0"" encoding=""iso-8859-1""?>
<!DOCTYPE html PUBLIC ""-//W3C//DTD XHTML 1.1//EN"" ""http://www.w3.org/TR/xhtml11/DTD/xhtml11.dtd"">
<html xmlns=""http://www.w3.org/1999/xhtml"" xml:lang=""en"">
<head>
<title>Index of /</title>
<style type=""text/css"">
a, a:active {text-decoration: none; color: blue;}
a:visited {color: #48468F;}
a:hover, a:focus {text-decoration: underline; color: red;}
body {background-color: #F5F5F5;}
h2 {margin-bottom: 12px;}
table {margin-left: 12px;}
th, td { font-family: ""Courier New"", Courier, monospace; font-size: 10pt; text-align: left;}
th { font-weight: bold; padding-right: 14px; padding-bottom: 3px;}
td {padding-right: 14px;}
td.s, th.s {text-align: right;}
div.list { background-color: white; border-top: 1px solid #646464; border-bottom: 1px solid #646464; padding-top: 10px; padding-bottom: 14px;}
div.foot { font-family: ""Courier New"", Courier, monospace; font-size: 10pt; color: #787878; padding-top: 4px;}
</style>
</head>
<body>
<h2>Index of /</h2>
<div class=""list"">
<table cellpadding=""0"" cellspacing=""0"">
<thead><tr><th class=""n"">Name</th><th class=""m"">Last Modified</th><th class=""s"">Size</th><th class=""t"">Type</th></tr></thead>
<tbody>
<tr><td class=""n""><a href=""../"">Parent Directory</a>/</td><td class=""m"">&nbsp;</td><td class=""s"">- &nbsp;</td><td class=""t"">Directory</td></tr>
</tbody>
</table>
</div>
<div class=""foot"">lighttpd/1.4.11</div>
</body>
</html>
",WAP,21,http 1 0 200 ok x0d connection close x0d content type text html x0d content length 1415 x0d date thu 25 apr 2019 21 45 02 gmt x0d server lighttpd 1 4 11 x0d x0d xml version 1 0 encoding iso 8859 1 doctype html public w3c dtd xhtml 1 1 en http www w3 org tr xhtml11 dtd xhtml11 dtd html xmlns http www w3 org 1999 xhtml xml lang en head title index title style type text cs active text decoration none color blue visited color 48468f hover focus text decoration underline color red body background color f5f5f5 h2 margin bottom 12px table margin left 12px th td font family courier new courier monospace font size 10pt text align left th font weight bold padding right 14px padding bottom 3px td padding right 14px td th text align right div list background color white border top 1px solid 646464 border bottom 1px solid 646464 padding top 10px padding bottom 14px div foot font family courier new courier monospace font size 10pt color 787878 padding top 4px style head body h2 index h2 div class list table cellpadding 0 cellspacing 0 thead tr th class n name th th class last modified th th class size th th class type th tr thead tbody tr td class n href parent directory td td class nbsp td td class nbsp td td class directory td tr tbody table div div class foot lighttpd 1 4 11 div body html
35.190.216.255,"{'http': [443, 80]}",Linksys EA3500 WAP," HTTP/1.1 400 Bad Request\x0D
Date: Fri, 26 Apr 2019 02:18:53 GMT\x0D
Server: Apache\x0D
Content-Length: 362\x0D
Connection: close\x0D
Content-Type: text/html; charset=iso-8859-1\x0D
\x0D
<!DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN"">
<html><head>
<title>400 Bad Request</title>
</head><body>
<h1>Bad Request</h1>
<p>Your browser sent a request that this server could not understand.<br />
Reason: You're speaking plain HTTP to an SSL-enabled server port.<br />
 Instead use the HTTPS scheme to access this URL, please.<br />
</p>
</body></html>
 HTTP/1.1 302 Found\x0D
Date: Fri, 26 Apr 2019 02:18:52 GMT\x0D
Server: Apache\x0D
Location: https://avenir-telecom.cloud.akeneo.com/\x0D
Content-Length: 224\x0D
Connection: close\x0D
Content-Type: text/html; charset=iso-8859-1\x0D
\x0D
<!DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN"">
<html><head>
<title>302 Found</title>
</head><body>
<h1>Found</h1>
<p>The document has moved <a href=""https://avenir-telecom.cloud.akeneo.com/"">here</a>.</p>
</body></html>
",WAP,21,http 1 1 400 bad request x0d date fri 26 apr 2019 02 18 53 gmt x0d server apache x0d content length 362 x0d connection close x0d content type text html charset iso 8859 1 x0d x0d doctype html public ietf dtd html 2 0 en html head title 400 bad request title head body h1 bad request h1 p browser sent request server could understand br reason speaking plain http ssl enabled server port br instead use http scheme access url please br p body html http 1 1 302 found x0d date fri 26 apr 2019 02 18 52 gmt x0d server apache x0d location http avenir telecom cloud akeneo com x0d content length 224 x0d connection close x0d content type text html charset iso 8859 1 x0d x0d doctype html public ietf dtd html 2 0 en html head title 302 found title head body h1 found h1 p document ha moved href http avenir telecom cloud akeneo com p body html
61.237.162.67,"{'ssh': [22], 'telnet': [23]}",Huawei AP6050DN WAP," \x0D
%connection refused by remote host! \x0D
%connection refused by remote host!",WAP,21,x0d connection refused remote host x0d connection refused remote host
1.9.113.3,{'http': [1050]},DD-WRT v24-sp2 (Linux 2.4.36)," HTTP/1.0 401 Unauthorized\x0D
Server: mini_httpd/1.19 19dec2003\x0D
Date: Tue, 07 May 2019 08:09:10 GMT\x0D
Cache-Control: no-cache,no-store\x0D
WWW-Authenticate: Digest realm=""dirname"", nonce=""9c13c534bcccc247dc2de76270412533"", uri=""/"", opaque=""0123456789987654"", algorithm=MD5, qop=auth\x0D
Content-Type: text/html; charset=%s\x0D
Connection: close\x0D
\x0D
<HTML>
<HEAD><TITLE>401 Unauthorized</TITLE></HEAD>
<BODY BGCOLOR=""#cc9999"" TEXT=""#000000"" LINK=""#2020ff"" VLINK=""#4040cc"">
<H4>401 Unauthorized</H4>
Authorization required.
<HR>
<ADDRESS><A HREF=""http://www.acme.com/software/mini_httpd/"">mini_httpd/1.19 19dec2003</A></ADDRESS>
</BODY>
</HTML>
",WAP,21,http 1 0 401 unauthorized x0d server mini httpd 1 19 19dec2003 x0d date tue 07 may 2019 08 09 10 gmt x0d cache control cache store x0d www authenticate digest realm dirname nonce 9c13c534bcccc247dc2de76270412533 uri opaque 0123456789987654 algorithm md5 qop auth x0d content type text html charset x0d connection close x0d x0d html head title 401 unauthorized title head body bgcolor cc9999 text 000000 link 2020ff vlink 4040cc h4 401 unauthorized h4 authorization required hr address href http www acme com software mini httpd mini httpd 1 19 19dec2003 address body html
1.9.150.254,{'ftp': [21]},Huawei AP6050DN WAP," 220 FTP service ready.\x0D
",WAP,21,220 ftp service ready x0d
1.9.186.21,"{'reverse-ssl': [541], 'tcpwrapped': [80]}",Tomato 1.27 - 1.28 (Linux 2.4.20)," \x16\x03\x01\x00\xBC\x01\x00\x00\xB8\x03\x03I\xC4\x174s_\x7F-\xDE\x0F\x9DQEv\xD0\xFF\x1C\x81
z|av\x0C-S\xFF\x07n\x1E\x90:\x00\x00,\x009\x005\x00k\x00=\xC00\xC0,\xC0(\xC0$\xC0\x14\xC0
\x003\x00/\x00g\x00<\xC0/\xC0+\x00\x9E\xC0'\xC0#\xC0\x13\xC0	\x00\xFF\x01\x00\x00c\x00\x00\x00\x19\x00\x17\x00\x00\x14support.fortinet.com\x00\x0B\x00\x04\x03\x00\x01\x02\x00
\x00
\x00\x08\x00\x1D\x00\x17\x00\x19\x00\x18\x00#\x00\x00\x00\x16\x00\x00\x00\x17\x00\x00\x00\x0D\x00 \x00\x1E\x06\x01\x06\x02\x06\x03\x05\x01\x05\x02\x05\x03\x04\x01\x04\x02\x04\x03\x03\x01\x03\x02\x03\x03\x02\x01\x02\x02\x02\x03 HTTP/1.1 200 OK\x0D
Date: Tue, 07 May 2019 13:29:12 GMT\x0D
Server: xxxxxxxx-xxxxx\x0D
Vary: Accept-Encoding\x0D
Content-Length: 79\x0D
Connection: close\x0D
Content-Type: text/html; charset=utf-8\x0D
X-Frame-Options: SAMEORIGIN\x0D
Content-Security-Policy: frame-ancestors 'self'\x0D
X-XSS-Protection: 1; mode=block\x0D
X-UA-Compatible: IE=Edge\x0D
\x0D
<html>
<script language=javascript>

top.location=""/login"";

</script>
</html>
",WAP,21,x16 x03 x01 x00 xbc x01 x00 x00 xb8 x03 x03i xc4 x174s x7f xde x0f x9dqev xd0 xff x1c x81 z av x0c xff x07n x1e x90 x00 x00 x009 x005 x00k x00 xc00 xc0 xc0 xc0 xc0 x14 xc0 x003 x00 x00g x00 xc0 xc0 x00 x9e xc0 xc0 xc0 x13 xc0 x00 xff x01 x00 x00c x00 x00 x00 x19 x00 x17 x00 x00 x14support fortinet com x00 x0b x00 x04 x03 x00 x01 x02 x00 x00 x00 x08 x00 x1d x00 x17 x00 x19 x00 x18 x00 x00 x00 x00 x16 x00 x00 x00 x17 x00 x00 x00 x0d x00 x00 x1e x06 x01 x06 x02 x06 x03 x05 x01 x05 x02 x05 x03 x04 x01 x04 x02 x04 x03 x03 x01 x03 x02 x03 x03 x02 x01 x02 x02 x02 x03 http 1 1 200 ok x0d date tue 07 may 2019 13 29 12 gmt x0d server xxxxxxxx xxxxx x0d vary accept encoding x0d content length 79 x0d connection close x0d content type text html charset utf 8 x0d x frame option sameorigin x0d content security policy frame ancestor self x0d x x protection 1 mode block x0d x ua compatible ie edge x0d x0d html script language javascript top location login script html
1.9.112.38,{'http': [1050]},DD-WRT v24-sp2 (Linux 2.4.36)," HTTP/1.0 401 Unauthorized\x0D
Server: mini_httpd/1.19 19dec2003\x0D
Date: Tue, 07 May 2019 08:05:34 GMT\x0D
Cache-Control: no-cache,no-store\x0D
WWW-Authenticate: Digest realm=""dirname"", nonce=""db957682193bc9999eeec79f7b23a340"", uri=""/"", opaque=""0123456789987654"", algorithm=MD5, qop=auth\x0D
Content-Type: text/html; charset=%s\x0D
Connection: close\x0D
\x0D
<HTML>
<HEAD><TITLE>401 Unauthorized</TITLE></HEAD>
<BODY BGCOLOR=""#cc9999"" TEXT=""#000000"" LINK=""#2020ff"" VLINK=""#4040cc"">
<H4>401 Unauthorized</H4>
Authorization required.
<HR>
<ADDRESS><A HREF=""http://www.acme.com/software/mini_httpd/"">mini_httpd/1.19 19dec2003</A></ADDRESS>
</BODY>
</HTML>
",WAP,21,http 1 0 401 unauthorized x0d server mini httpd 1 19 19dec2003 x0d date tue 07 may 2019 08 05 34 gmt x0d cache control cache store x0d www authenticate digest realm dirname nonce db957682193bc9999eeec79f7b23a340 uri opaque 0123456789987654 algorithm md5 qop auth x0d content type text html charset x0d connection close x0d x0d html head title 401 unauthorized title head body bgcolor cc9999 text 000000 link 2020ff vlink 4040cc h4 401 unauthorized h4 authorization required hr address href http www acme com software mini httpd mini httpd 1 19 19dec2003 address body html
