ip,port_list,os_type,raw_data,device,label,proc_info,proc_os_type
213.206.65.217,"{'http': [80], 'pop3': [995, 110], 'ftp': [21]}",Linux 2.6.18," HTTP/1.1 403 Forbidden\x0D
Date: Fri, 26 Apr 2019 06:15:07 GMT\x0D
Server: Apache\x0D
Content-Length: 202\x0D
Connection: close\x0D
Content-Type: text/html; charset=iso-8859-1\x0D
\x0D
<!DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN"">
<html><head>
<title>403 Forbidden</title>
</head><body>
<h1>Forbidden</h1>
<p>You don't have permission to access /
on this server.</p>
</body></html>
 220 FTP Server ready.\x0D
 +OK Dovecot ready.\x0D
",general purpose,22,http 1 1 403 forbidden x0d date fri 26 apr 2019 06 15 07 gmt x0d server apache x0d content length 202 x0d connection close x0d content type text html charset iso 8859 1 x0d x0d doctype html public ietf dtd html 2 0 en html head title 403 forbidden title head body h1 forbidden h1 p permission access server p body html 220 ftp server ready x0d ok dovecot ready x0d,linux 2 6 18
61.72.247.137,"{'http': [8000], 'afs3-fileserver': [7000]}",Linux 2.6.32 - 3.10," HTTP/1.0 200 OK\x0D
X-Frame-Options: SAMEORIGIN\x0D
Content-Type: text/html\x0D
Accept-Ranges: bytes\x0D
ETag: ""2436543768""\x0D
Last-Modified: Tue, 20 Nov 2018 08:52:31 GMT\x0D
Content-Length: 364\x0D
Connection: close\x0D
Date: Fri, 26 Apr 2019 10:44:02 GMT\x0D
Server: lighttpd/1.4.37\x0D
\x0D
<!doctype html>\x0D
\x0D
<html>\x0D
\x0D
<head>\x0D
<META HTTP-EQUIV=""Progma"" content=""no-cache"">\x0D
<META http-equiv=""Cache-Control"" content=""No-Cache"">\x0D
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8"" />\x0D
<meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">\x0D
\x0D
<script type='text/javascript'>\x0D
location.href=""/cgi-bin/main_manage.cgi"";\x0D
</script>\x0D
</html>\x0D
\x0D
 RFJS\x00\x00\x00\x00X\x00\x00\x00\x01\x00\x00\x00\x00PROTOCOL_JSON1 ver=2.1 authkey=15D47E2177BD76E1785A slevel=0 oem=34 kttv=1.0 kttlevel=3\x00",general purpose,22,http 1 0 200 ok x0d x frame option sameorigin x0d content type text html x0d accept range byte x0d etag 2436543768 x0d last modified tue 20 nov 2018 08 52 31 gmt x0d content length 364 x0d connection close x0d date fri 26 apr 2019 10 44 02 gmt x0d server lighttpd 1 4 37 x0d x0d doctype html x0d x0d html x0d x0d head x0d meta http equiv progma content cache x0d meta http equiv cache control content cache x0d meta http equiv content type content text html charset utf 8 x0d meta http equiv x ua compatible content ie edge x0d x0d script type text javascript x0d location href cgi bin main manage cgi x0d script x0d html x0d x0d rfjs x00 x00 x00 x00x x00 x00 x00 x01 x00 x00 x00 x00protocol json1 ver 2 1 authkey 15d47e2177bd76e1785a slevel 0 oem 34 kttv 1 0 kttlevel 3 x00,linux 2 6 32 3 10
104.93.44.46,"{'https': [443], 'http': [80]}",Linux 3.13 - 3.16," HTTP/1.0 400 Bad Request\x0D
Server: AkamaiGHost\x0D
Mime-Version: 1.0\x0D
Content-Type: text/html\x0D
Content-Length: 209\x0D
Expires: Thu, 25 Apr 2019 13:28:39 GMT\x0D
Date: Thu, 25 Apr 2019 13:28:39 GMT\x0D
Connection: close\x0D
\x0D
<HTML><HEAD>
<TITLE>Invalid URL</TITLE>
</HEAD><BODY>
<H1>Invalid URL</H1>
The requested URL ""&#91;no&#32;URL&#93;"", is invalid.<p>
Reference&#32;&#35;9&#46;e62bf648&#46;1556198919&#46;7d40e5b3
</BODY></HTML>
",general purpose,22,http 1 0 400 bad request x0d server akamaighost x0d mime version 1 0 x0d content type text html x0d content length 209 x0d expires thu 25 apr 2019 13 28 39 gmt x0d date thu 25 apr 2019 13 28 39 gmt x0d connection close x0d x0d html head title invalid url title head body h1 invalid url h1 requested url 91 32 url 93 invalid p reference 32 35 9 46 e62bf648 46 1556198919 46 7d40e5b3 body html,linux 3 13 3 16
111.29.18.19,"{'http': [8080, 8088, 80, 443, 8090], 'domain': [53], 'unknown': [843], 'rtmp': [1935]}",Linux 2.6.32 - 3.10," HTTP/1.1 403 Forbidden\x0D
Date: Wed, 24 Apr 2019 10:22:09 GMT\x0D
Content-Type: text/html\x0D
Content-Length: 232\x0D
Connection: close\x0D
Server: web cache\x0D
Expires: Wed, 24 Apr 2019 10:22:09 GMT\x0D
X-Ser: BC14_yd-hainan-haikou-1-cache-4\x0D
\x0D
<html><head><title>ERROR: ACCESS DENIED</title></head><body><center><h1>ERROR: ACCESS DENIED</h1></center><hr>
<center>Wed, 24 Apr 2019 10:22:09 GMT (taikoo/BC14_yd-hainan-haikou-1-cache-4)</center></BODY></HTML>
<!-- web cache -->
 HTTP/1.1 403 Forbidden\x0D
Server: nginx/1.15.6\x0D
Date: Wed, 24 Apr 2019 10:22:09 GMT\x0D
Content-Type: text/html\x0D
Content-Length: 207\x0D
Connection: close\x0D
\x0D
<html>\x0D
<head><title>403 Forbidden</title></head>\x0D
<body>\x0D
<center><h1>403 Forbidden</h1></center>\x0D
<hr><center>yd-hainan-haikou-1-111-29-18-19</center>\x0D
<hr><center>nginx/1.15.6</center>\x0D
</body>\x0D
</html>\x0D
 HTTP/1.1 403 Forbidden\x0D
Date: Wed, 24 Apr 2019 10:22:09 GMT\x0D
Content-Type: text/html\x0D
Content-Length: 232\x0D
Connection: close\x0D
Server: web cache\x0D
Expires: Wed, 24 Apr 2019 10:22:09 GMT\x0D
X-Ser: BC14_yd-hainan-haikou-1-cache-4\x0D
\x0D
<html><head><title>ERROR: ACCESS DENIED</title></head><body><center><h1>ERROR: ACCESS DENIED</h1></center><hr>
<center>Wed, 24 Apr 2019 10:22:09 GMT (taikoo/BC14_yd-hainan-haikou-1-cache-4)</center></BODY></HTML>
<!-- web cache -->
 HTTP/1.1 400 Bad Request\x0D
Date: Wed, 24 Apr 2019 10:22:09 GMT\x0D
Content-Type: text/html\x0D
Content-Length: 228\x0D
Connection: close\x0D
Server: web cache\x0D
Expires: Wed, 24 Apr 2019 10:22:09 GMT\x0D
X-Ser: BC14_yd-hainan-haikou-1-cache-4\x0D
\x0D
<html><head><title>ERROR: INVALID URL</title></head><body><center><h1>ERROR: INVALID URL</h1></center><hr>
<center>Wed, 24 Apr 2019 10:22:09 GMT (taikoo/BC14_yd-hainan-haikou-1-cache-4)</center></BODY></HTML>
<!-- web cache -->
 HTTP/1.1 403 Forbidden\x0D
Server: nginx/1.15.6\x0D
Date: Wed, 24 Apr 2019 10:22:09 GMT\x0D
Content-Type: text/html\x0D
Content-Length: 207\x0D
Connection: close\x0D
\x0D
<html>\x0D
<head><title>403 Forbidden</title></head>\x0D
<body>\x0D
<center><h1>403 Forbidden</h1></center>\x0D
<hr><center>yd-hainan-haikou-1-111-29-18-19</center>\x0D
<hr><center>nginx/1.15.6</center>\x0D
</body>\x0D
</html>\x0D
",general purpose,22,http 1 1 403 forbidden x0d date wed 24 apr 2019 10 22 09 gmt x0d content type text html x0d content length 232 x0d connection close x0d server web cache x0d expires wed 24 apr 2019 10 22 09 gmt x0d x ser bc14 yd hainan haikou 1 cache 4 x0d x0d html head title error access denied title head body center h1 error access denied h1 center hr center wed 24 apr 2019 10 22 09 gmt taikoo bc14 yd hainan haikou 1 cache 4 center body html web cache http 1 1 403 forbidden x0d server nginx 1 15 6 x0d date wed 24 apr 2019 10 22 09 gmt x0d content type text html x0d content length 207 x0d connection close x0d x0d html x0d head title 403 forbidden title head x0d body x0d center h1 403 forbidden h1 center x0d hr center yd hainan haikou 1 111 29 18 19 center x0d hr center nginx 1 15 6 center x0d body x0d html x0d http 1 1 403 forbidden x0d date wed 24 apr 2019 10 22 09 gmt x0d content type text html x0d content length 232 x0d connection close x0d server web cache x0d expires wed 24 apr 2019 10 22 09 gmt x0d x ser bc14 yd hainan haikou 1 cache 4 x0d x0d html head title error access denied title head body center h1 error access denied h1 center hr center wed 24 apr 2019 10 22 09 gmt taikoo bc14 yd hainan haikou 1 cache 4 center body html web cache http 1 1 400 bad request x0d date wed 24 apr 2019 10 22 09 gmt x0d content type text html x0d content length 228 x0d connection close x0d server web cache x0d expires wed 24 apr 2019 10 22 09 gmt x0d x ser bc14 yd hainan haikou 1 cache 4 x0d x0d html head title error invalid url title head body center h1 error invalid url h1 center hr center wed 24 apr 2019 10 22 09 gmt taikoo bc14 yd hainan haikou 1 cache 4 center body html web cache http 1 1 403 forbidden x0d server nginx 1 15 6 x0d date wed 24 apr 2019 10 22 09 gmt x0d content type text html x0d content length 207 x0d connection close x0d x0d html x0d head title 403 forbidden title head x0d body x0d center h1 403 forbidden h1 center x0d hr center yd hainan haikou 1 111 29 18 19 center x0d hr center nginx 1 15 6 center x0d body x0d html x0d,linux 2 6 32 3 10
90.154.162.122,"{'http': [8443, 443]}",Linux 2.6.31 - 2.6.35," HTTP/1.0 401 Unauthorized\x0D
WWW-Authenticate: Basic realm=""webdav""\x0D
Content-Type: text/html\x0D
Content-Length: 11462\x0D
Connection: close\x0D
X-Frame-Options: SAMEORIGIN\x0D
Date: Mon, 29 Apr 2019 18:50:16 GMT\x0D
Server: lighttpd/1.4.39\x0D
\x0D
",general purpose,22,http 1 0 401 unauthorized x0d www authenticate basic realm webdav x0d content type text html x0d content length 11462 x0d connection close x0d x frame option sameorigin x0d date mon 29 apr 2019 18 50 16 gmt x0d server lighttpd 1 4 39 x0d x0d,linux 2 6 31 2 6 35
71.83.202.122,{'http': [80]},Linux 2.6.32 - 3.10," HTTP/1.0 200 OK\x0D
X-UA-Compatible: IE=EmulateIE9, requiresActiveX=true\x0D
Cache-Control: no-store, no-cache, must-revalidate\x0D
Content-Type: text/html\x0D
Accept-Ranges: bytes\x0D
ETag: ""2410255225""\x0D
Last-Modified: Mon, 07 Sep 2015 01:56:28 GMT\x0D
Content-Length: 6773\x0D
Connection: close\x0D
Date: Thu, 25 Apr 2019 04:49:18 GMT\x0D
Server: lighttpd/1.4.35\x0D
\x0D
\xEF\xBB\xBF<html xmlns=""http://www.w3.org/1999/xhtml"">\x0D
<head>\x0D
<title>Web Viewer for Samsung DVR</title>\x0D
<meta http-equiv=""Cache-Control"" content=""no-cache"" />\x0D
<meta http-equiv=""Expires"" content=""0"" />\x0D
<meta http-equiv=""Pragma"" content=""no-cache"" />\x0D
<meta http-equiv=""Content-Type"" content=""text/html; charset=UTF-8"" />\x0D
<script type=""text/javascript"" src=""/js/BrowserDetect.js"" ></script>\x0D
<script type=""text/javascript"" language=""javascript"">\x0D
\x0D
    function getOSInfoStr() {\x0D
        var ua = navigator.userAgent;\x0D
\x0D
        if (ua.indexOf(""NT 6.0"") != -1) {\x0D
            return true;\x0D
        }\x0D
        else if (ua.indexOf(""NT 6.1"") != -1) {\x0D
            return true;\x0D
        }\x0D
        else if (ua.indexOf(""NT 5.2"") != -1) {\x0D
            return true;\x0D
        }\x0D
        else if (ua.indexOf(""NT 5.1"") != -1) {\x0D
            return true;\x0D
        }\x0D
        else if (ua.indexOf(""NT 5.0"") != -1) {\x0D
            return true;\x0D
        }\x0D
        else if (ua.indexOf(""NT"") != -1) {\x0D
            return true;\x0D
        }\x0D
        else if (ua.indexOf(""9x 4.90"") != -1) {\x0D
            return true;\x0D
        }\x0D
        else if (ua.indexOf(""98"") != -1) {\x0D
            return true;\x0D
        }\x0D
        else if (ua.indexOf(""95"") != -1) {\x0D
            return true;\x0D
        }\x0D
        else if (ua.indexOf(""Win16"") != -1) {\x0D
            return true;\x0D
        }\x0D
        else if (ua.indexOf(""Windows"") != -1) {\x0D
            return true;\x0D
        }\x0D
        else if (ua.indexOf(""Linux"") != -1) {\x0D
            return false;\x0D
        }\x0D
        else if (ua.indexOf(""Macintosh"") != -1) {\x0D
            return false;\x0D
        }\x0D
        else {\x0D
            return false;\x0D
        }\x0D
    }\x0D
\x0D
\x0D
    // by chul\x0D
    function browserCheck() {\x0D
        var ver = 0; // \xEB\xB8\x8C\xEB\x9D\xBC\xEC\x9A\xB0\xEC\xA0\x80  \xEB\xB2\x84\xEC\xA0\x84\xEC\xA0\x95\xEB\xB3\xB4\x0D
        var strbrowser = """";\x0D
        if (navigator.appName.charAt(0) == ""N"") {\x0D
            if (navigator.userAgent.indexOf(""Chrome"") != -1) {\x0D
                strbrowser = ""Chrome"";\x0D
                //			ver = getInternetVersion(""Chrome"");\x0D
                //			alert(""Chrome""+ver+""\xEC\x9E\x85\xEB\x8B\x88\xEB\x8B\xA4.""); \x0D
            }\x0D
            else if (navigator.userAgent.indexOf(""Firefox"") != -1) {\x0D
                strbrowser = ""Firefox"";\x0D
                ///			ver = getInternetVersion(""Firefox"");\x0D
                //			alert(""Firefox""+ver+""\xEC\x9E\x85\xEB\x8B\x88\xEB\x8B\xA4."");\x0D
            }\x0D
            else if (navigator.userAgent.indexOf(""Safari"") != -1) {\x0D
                strbrowser = ""Safari"";\x0D
                //ver = getInternetVersion(""Safari"");\x0D
                //			alert(""Safari""+ver+""\xEC\x9E\x85\xEB\x8B\x88\xEB\x8B\xA4."");\x0D
            }\x0D
            ",general purpose,22,http 1 0 200 ok x0d x ua compatible ie emulateie9 requiresactivex true x0d cache control store cache must revalidate x0d content type text html x0d accept range byte x0d etag 2410255225 x0d last modified mon 07 sep 2015 01 56 28 gmt x0d content length 6773 x0d connection close x0d date thu 25 apr 2019 04 49 18 gmt x0d server lighttpd 1 4 35 x0d x0d xef xbb xbf html xmlns http www w3 org 1999 xhtml x0d head x0d title web viewer samsung dvr title x0d meta http equiv cache control content cache x0d meta http equiv expires content 0 x0d meta http equiv pragma content cache x0d meta http equiv content type content text html charset utf 8 x0d script type text javascript src j browserdetect j script x0d script type text javascript language javascript x0d x0d function getosinfostr x0d var ua navigator useragent x0d x0d ua indexof nt 6 0 1 x0d return true x0d x0d else ua indexof nt 6 1 1 x0d return true x0d x0d else ua indexof nt 5 2 1 x0d return true x0d x0d else ua indexof nt 5 1 1 x0d return true x0d x0d else ua indexof nt 5 0 1 x0d return true x0d x0d else ua indexof nt 1 x0d return true x0d x0d else ua indexof 9x 4 90 1 x0d return true x0d x0d else ua indexof 98 1 x0d return true x0d x0d else ua indexof 95 1 x0d return true x0d x0d else ua indexof win16 1 x0d return true x0d x0d else ua indexof window 1 x0d return true x0d x0d else ua indexof linux 1 x0d return false x0d x0d else ua indexof macintosh 1 x0d return false x0d x0d else x0d return false x0d x0d x0d x0d x0d chul x0d function browsercheck x0d var ver 0 xeb xb8 x8c xeb x9d xbc xec x9a xb0 xec xa0 x80 xeb xb2 x84 xec xa0 x84 xec xa0 x95 xeb xb3 xb4 x0d var strbrowser x0d navigator appname charat 0 n x0d navigator useragent indexof chrome 1 x0d strbrowser chrome x0d ver getinternetversion chrome x0d alert chrome ver xec x9e x85 xeb x8b x88 xeb x8b xa4 x0d x0d else navigator useragent indexof firefox 1 x0d strbrowser firefox x0d ver getinternetversion firefox x0d alert firefox ver xec x9e x85 xeb x8b x88 xeb x8b xa4 x0d x0d else navigator useragent indexof safari 1 x0d strbrowser safari x0d ver getinternetversion safari x0d alert safari ver xec x9e x85 xeb x8b x88 xeb x8b xa4 x0d x0d,linux 2 6 32 3 10
216.10.141.70,"{'bandwidth-test': [2000], 'domain': [53]}",Linux 2.6.32 - 3.10, \x01\x00\x00\x00,general purpose,22,x01 x00 x00 x00,linux 2 6 32 3 10
93.237.158.120,{'sip': [5060]},Linux 3.2," SIP/2.0 400 Illegal request line\x0D
From: <sip:missing>\x0D
To: <sip:missing>;tag=badrequest\x0D
User-Agent: FRITZ!OS\x0D
Content-Length: 0\x0D
\x0D
",general purpose,22,sip 2 0 400 illegal request line x0d sip missing x0d sip missing tag badrequest x0d user agent fritz x0d content length 0 x0d x0d,linux 3 2
151.101.134.149,"{'http-proxy': [80, 443]}",Linux 4.4," HTTP/1.1 500 Domain Not Found\x0D
Server: Varnish\x0D
Retry-After: 0\x0D
content-type: text/html\x0D
Cache-Control: private, no-cache\x0D
connection: keep-alive\x0D
X-Served-By: cache-mad9433-MAD\x0D
Content-Length: 220\x0D
Accept-Ranges: bytes\x0D
Date: Mon, 29 Apr 2019 11:48:10 GMT\x0D
Via: 1.1 varnish\x0D
Connection: close\x0D
\x0D

<html>
<head>
<title>Fastly error: unknown domain </title>
</head>
<body>
<p>Fastly error: unknown domain: . Please check that this domain has been added to a service.</p>
<p>Details: cache-mad9433-MAD</p></body></html>",general purpose,22,http 1 1 500 domain found x0d server varnish x0d retry 0 x0d content type text html x0d cache control private cache x0d connection keep alive x0d x served cache mad9433 mad x0d content length 220 x0d accept range byte x0d date mon 29 apr 2019 11 48 10 gmt x0d via 1 1 varnish x0d connection close x0d x0d html head title fastly error unknown domain title head body p fastly error unknown domain please check domain ha added service p p detail cache mad9433 mad p body html,linux 4 4
213.206.65.141,"{'pop3': [995, 110], 'ftp': [21], 'http': [80]}",Linux 2.6.18," +OK Dovecot ready.\x0D
 220 FTP Server ready.\x0D
 HTTP/1.1 403 Forbidden\x0D
Date: Fri, 26 Apr 2019 05:52:45 GMT\x0D
Server: Apache\x0D
Content-Length: 202\x0D
Connection: close\x0D
Content-Type: text/html; charset=iso-8859-1\x0D
\x0D
<!DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN"">
<html><head>
<title>403 Forbidden</title>
</head><body>
<h1>Forbidden</h1>
<p>You don't have permission to access /
on this server.</p>
</body></html>
",general purpose,22,ok dovecot ready x0d 220 ftp server ready x0d http 1 1 403 forbidden x0d date fri 26 apr 2019 05 52 45 gmt x0d server apache x0d content length 202 x0d connection close x0d content type text html charset iso 8859 1 x0d x0d doctype html public ietf dtd html 2 0 en html head title 403 forbidden title head body h1 forbidden h1 p permission access server p body html,linux 2 6 18
174.31.22.136,{'tram': [4567]},"Linux 2.6.18 (Debian 4.0, x86)"," HTTP/1.1 401 Authorization Required\x0D
Content-Length: 0\x0D
\x0D
",general purpose,22,http 1 1 401 authorization required x0d content length 0 x0d x0d,linux 2 6 18 debian 4 0 x86
184.50.66.82,"{'http': [80, 443]}",Linux 3.13 - 3.16," HTTP/1.0 400 Bad Request\x0D
Server: AkamaiGHost\x0D
Mime-Version: 1.0\x0D
Content-Type: text/html\x0D
Content-Length: 209\x0D
Expires: Fri, 26 Apr 2019 20:00:34 GMT\x0D
Date: Fri, 26 Apr 2019 20:00:34 GMT\x0D
Connection: close\x0D
\x0D
<HTML><HEAD>
<TITLE>Invalid URL</TITLE>
</HEAD><BODY>
<H1>Invalid URL</H1>
The requested URL ""&#91;no&#32;URL&#93;"", is invalid.<p>
Reference&#32;&#35;9&#46;70fe5e6f&#46;1556308834&#46;17300611
</BODY></HTML>
 HTTP/1.0 400 Bad Request\x0D
Server: AkamaiGHost\x0D
Mime-Version: 1.0\x0D
Content-Type: text/html\x0D
Content-Length: 208\x0D
Expires: Fri, 26 Apr 2019 20:00:34 GMT\x0D
Date: Fri, 26 Apr 2019 20:00:34 GMT\x0D
Connection: close\x0D
\x0D
<HTML><HEAD>
<TITLE>Invalid URL</TITLE>
</HEAD><BODY>
<H1>Invalid URL</H1>
The requested URL ""&#91;no&#32;URL&#93;"", is invalid.<p>
Reference&#32;&#35;9&#46;3dfe5e6f&#46;1556308834&#46;3bbc99b
</BODY></HTML>
",general purpose,22,http 1 0 400 bad request x0d server akamaighost x0d mime version 1 0 x0d content type text html x0d content length 209 x0d expires fri 26 apr 2019 20 00 34 gmt x0d date fri 26 apr 2019 20 00 34 gmt x0d connection close x0d x0d html head title invalid url title head body h1 invalid url h1 requested url 91 32 url 93 invalid p reference 32 35 9 46 70fe5e6f 46 1556308834 46 17300611 body html http 1 0 400 bad request x0d server akamaighost x0d mime version 1 0 x0d content type text html x0d content length 208 x0d expires fri 26 apr 2019 20 00 34 gmt x0d date fri 26 apr 2019 20 00 34 gmt x0d connection close x0d x0d html head title invalid url title head body h1 invalid url h1 requested url 91 32 url 93 invalid p reference 32 35 9 46 3dfe5e6f 46 1556308834 46 3bbc99b body html,linux 3 13 3 16
